     1 -0.2566797534
     2  0.1192019843
     3  0.0618254184
     4  0.0618254184
     5  0.0110968819
     6  0.0022174066
     7 -0.0652351143
     8 -0.2840974076
     9  0.0908286301
    10  0.1331955306
    11  0.1573685401
    12 -0.2590299308
    13 -0.1157564202
    14  0.1277956838
    15  0.1079673427
    16  0.1311482830
    17 -0.2607934595
    18  0.0616648661
    19  0.0616648661
    20  0.0616648661
    21  0.0850999447
    22 -0.0032984771
    23 -0.1160968859
    24 -0.0246126112
    25 -0.0246126112
    26  0.0246071968
    27  0.0246071968
    28  0.0246071968
    29  0.0618254184
    30 -0.0266738002
    31  0.0274289118
    32  0.0111358792
    33  0.0111358792
    34  0.0622430642
    35 -0.0037907496
    36 -0.0677320801
    37 -0.2422456255
    38  0.0864062135
    39  0.0293532249
    40  0.1364268106
    41 -0.1932393722
    42 -0.1387269857
    43  0.1273795450
    44  0.1009431341
    45  0.1762691870
    46 -0.2652355175
    47  0.0642906745
    48  0.0642906745
    49  0.0642906745
    50  0.0691054735
    51 -0.0149620923
    52 -0.1413119615
    53 -0.0196680093
    54 -0.0196680093
    55  0.0341849522
    56  0.0341849522
    57  0.0341849522
    58  0.0628259014
    59 -0.0822481614
    60 -0.0050213194
    61 -0.0050213194
    62  0.0217213813
    63  0.0330129405
    64 -0.1365054151
    65 -0.2095298672
    66  0.1183089114
    67  0.1139115126
    68  0.1215936178
    69 -0.2082919304
    70 -0.1120171101
    71  0.1150962792
    72  0.1124441864
    73  0.1132335326
    74 -0.3848875081
    75  0.0926548465
    76  0.0926548465
    77  0.0926548465
    78  0.0827115166
    79  0.0142516370
    80 -0.2663226042
    81  0.0020006856
    82  0.0020006856
    83  0.0619183225
    84  0.0619183225
    85  0.0619183225
    86  0.0330129405
